r_fighter,b_fighter,r_win,b_win,wei_class,method,round,time,t_format,ref,details,r_kd,b_kd,r_sigstr,b_sigstr,r_totstr,b_totstr,r_td,b_td,r_sub,b_sub,r_rev,b_rev,r_ctrl,b_ctrl,r_hstr,b_hstr,r_bstr,b_bstr,r_lstr,b_lstr,r_dis,b_dis,r_cli,b_cli,r_gro,b_gro
Uriah Hall,Sean Strickland,0,1,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.41,0.43,0.45,0.47,0.0,0.66,0,0,0,0,0,422,0.32,0.42,0.5,0.91,0.95,1.0,0.41,0.42,1.0,0.75,0,0.5
Bryan Barberena,Jason Witt,0,1,Welterweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson,,0,1,0.44,0.42,0.64,0.53,0.0,0.44,0,1,1,0,47,338,0.45,0.38,0.0,0.67,0,0,0.4,0.37,0.67,0.6,0.75,0.67
Jamall Emmers,Pat Sabatini,0,1,Featherweight Bout,Submission,1,1:53,3 Rnd (5-5-5),Mark Smith,Heel Hook On Ground,0,0,0.71,0.11,0.71,0.11,0.0,0.0,1,2,0,0,49,0,0.43,0.11,1.0,0,1.0,0,0.67,0.11,0,0,1.0,0
Collin Anglin,Melsik Baghdasaryan,0,1,Featherweight Bout,KO/TKO,2,1:50,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance,0,1,0.49,0.59,0.49,0.62,1.0,0.0,0,0,0,0,18,71,0.41,0.54,0.6,0.8,1.0,0.5,0.44,0.52,0.75,1.0,0,0.67
Makhmud Muradov,Gerald Meerschaert,0,1,Middleweight Bout,Submission,2,1:49,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0,0,0.4,0.57,0.41,0.6,0.0,0.3,0,1,0,0,16,55,0.33,0.51,0.62,0.6,1.0,1.0,0.39,0.58,0.57,0.0,0,0
Alessio Di Chirico,Abdul Razak Alhassan,0,1,Middleweight Bout,KO/TKO,1,0:17,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,0,1,0.5,1.0,0.5,1.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.5,0,0,0,0.5,1.0,0,0,0,0
Sam Alvey,Wellington Turman,0,1,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.56,0.58,0.67,0.6,0.0,0.22,0,0,0,0,114,174,0.52,0.47,0.69,0.7,1.0,0.93,0.52,0.56,1.0,1.0,0,0
JJ Aldrich,Vanessa Demopoulos,1,0,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.69,0.43,0.73,0.47,0.5,0.0,0,0,0,0,259,113,0.66,0.34,0.89,0.69,1.0,0.88,0.69,0.38,0.86,0.68,0.68,1.0
Mana Martinez,Guido Cannetti,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.5,0.61,0.52,0.61,0.66,0.0,0,0,0,1,67,28,0.36,0.37,0.7,0.68,0.87,0.97,0.49,0.61,0.75,0.0,0.67,0.67
Dustin Jacoby,Darren Stewart,1,0,Light Heavyweight Bout,KO/TKO,1,3:04,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,0,0,0.61,0.55,0.6,0.59,0.0,1.0,0,0,0,0,23,43,0.62,0.42,0.5,1.0,0.5,1.0,0.58,0.46,0.75,1.0,1.0,0
Edson Barboza,Giga Chikadze,0,1,Featherweight Bout,KO/TKO,3,1:44,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance,0,2,0.35,0.51,0.35,0.55,0.0,0.0,0,2,0,0,0,41,0.21,0.39,0.67,0.73,0.8,0.87,0.35,0.5,0,0,0,1.0
Kevin Lee,Daniel Rodriguez,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.35,0.57,0.41,0.6,0.42,0.0,0,0,0,1,214,45,0.29,0.5,0.57,0.88,1.0,0.96,0.35,0.56,0,0,0.33,0.88
Andre Petroski,Micheal Gillmore,1,0,Middleweight Bout,KO/TKO,3,3:12,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount,0,0,0.57,0.6,0.69,0.64,0.44,0.0,1,0,0,0,458,3,0.52,0.41,0.91,1.0,0,0.93,0.4,0.57,0,0,0.76,1.0
Ricky Turcios,Brady Hiestand,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd + OT (5-5-5-5),Mark Smith,,1,0,0.58,0.49,0.72,0.54,0.5,0.54,0,0,1,1,152,460,0.55,0.48,0.78,0.67,1.0,1.0,0.51,0.44,0.81,0.8,0.85,0.86
Roosevelt Roberts,Ignacio Bahamondes,0,1,Lightweight Bout,KO/TKO,3,4:55,3 Rnd (5-5-5),Mark Smith,"Kick to Head At Distance
      Wheel Kick",0,1,0.33,0.46,0.35,0.48,0.0,0.0,0,0,0,0,104,98,0.31,0.28,0.4,0.72,0.67,0.82,0.33,0.45,0.5,0.67,0,0.67
Austin Lingo,Luis Saldana,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,1,0,0.4,0.48,0.4,0.49,0.0,0.0,0,0,0,0,91,19,0.31,0.31,0.72,0.84,0.83,0.94,0.41,0.47,0.0,1.0,0,0
William Knight,Fabio Cherant,1,0,Light Heavyweight Bout,KO/TKO,1,3:58,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,1,0,0.58,0.65,0.58,0.65,0.0,0.0,0,0,0,0,2,0,0.38,0.27,1.0,1.0,0.8,1.0,0.52,0.65,0,0,1.0,0
Bea Malecki,Josiane Nunes,0,1,Women's Bantamweight Bout,KO/TKO,1,4:54,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,0,1,0.43,0.4,0.43,0.4,0.0,0.0,0,0,0,0,0,5,0.25,0.29,0.63,0.58,1.0,0.79,0.43,0.38,0,0.64,0,0
Brian Kelleher,Domingo Pilarte,1,0,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.7,0.27,0.85,0.74,1.0,0.0,2,0,1,0,769,89,0.69,0.25,0.67,0.5,1.0,0.0,0.33,0.22,0,0.0,0.73,1.0
Bryan Battle,Gilbert Urbina,1,0,Middleweight Bout,Submission,2,2:15,3 Rnd + OT (5-5-5-5),Herb Dean,Rear Naked Choke,0,0,0.53,0.59,0.56,0.66,1.0,0.33,1,0,0,0,82,160,0.31,0.53,0.85,0.82,1.0,1.0,0.44,0.38,0.83,0.78,1.0,0.86
Alexandre Pantoja,Brandon Royval,1,0,Flyweight Bout,Submission,2,1:46,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0,0,0.55,0.28,0.56,0.34,0.5,1.0,2,0,0,0,171,8,0.51,0.23,1.0,0.6,0,0.67,0.55,0.28,0.5,0,0,0.0
Vinc Pichel,Austin Hubbard,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,0,0,0.44,0.37,0.51,0.39,0.0,0.57,0,0,0,0,149,134,0.26,0.26,0.7,0.55,0.93,0.91,0.41,0.35,0.83,0.67,0.67,1.0
Trevin Jones,Saidyokub Kakhramonov,0,1,Bantamweight Bout,Submission,3,4:39,3 Rnd (5-5-5),Herb Dean,Guillotine Choke In Clinch,0,0,0.39,0.55,0.62,0.75,0.12,0.28,0,4,0,0,539,67,0.26,0.44,0.71,0.91,1.0,0.83,0.24,0.46,1.0,0.79,0.4,0
Clay Guida,Mark Madsen,0,1,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,,0,0,0.34,0.51,0.34,0.51,0.0,0.0,0,0,0,0,0,54,0.19,0.44,0.38,0.81,0.97,0.92,0.32,0.47,0.89,0.9,0,0
Parker Porter,Chase Sherman,1,0,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,0,0,0.54,0.47,0.54,0.48,0.12,0.0,0,0,0,0,139,0,0.48,0.35,1.0,0.88,0.89,1.0,0.52,0.47,1.0,1.0,1.0,0
Alonzo Menifield,Ed Herman,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,0,0,0.66,0.33,0.67,0.33,1.0,0.0,0,0,0,0,48,1,0.61,0.27,1.0,0.9,1.0,1.0,0.65,0.32,0.62,0.43,0.83,0
Vince Morales,Drako Rodriguez,1,0,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,,0,0,0.39,0.36,0.41,0.38,0.25,0.6,0,0,0,0,40,74,0.31,0.33,0.65,0.67,0.67,0.8,0.38,0.34,0.58,0.71,0.0,1.0
Song Yadong,Casey Kenney,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,0,0,0.45,0.41,0.46,0.43,0.0,0.2,0,0,0,0,20,26,0.34,0.32,0.77,0.65,1.0,0.68,0.44,0.41,0.75,0.5,0,0
Jared Cannonier,Kelvin Gastelum,1,0,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,1,0,0.39,0.36,0.42,0.36,0.0,0.0,0,0,0,0,2,151,0.31,0.26,0.65,0.61,0.71,0.83,0.39,0.36,1.0,0.33,0,0
Tecia Torres,Angela Hill,1,0,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.48,0.51,0.52,0.52,0.16,0.28,0,0,0,0,16,116,0.37,0.45,0.79,0.71,0.79,0.5,0.46,0.46,0.73,0.85,0.5,0.5
Bobby Green,Rafael Fiziev,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,0,0,0.54,0.47,0.54,0.47,0.0,0.0,0,0,0,0,0,8,0.47,0.36,0.76,0.59,0.76,0.66,0.54,0.45,0.83,0.73,0,0
Jose Aldo,Pedro Munhoz,1,0,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.51,0.42,0.51,0.42,0.0,0.0,0,0,0,0,0,10,0.44,0.27,0.68,0.5,1.0,0.88,0.51,0.41,0,1.0,0,0
Michael Chiesa,Vicente Luque,0,1,Welterweight Bout,Submission,1,3:25,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground,0,0,0.33,0.58,0.38,0.62,1.0,0.0,2,1,0,0,61,10,0.33,0.29,0,1.0,0,1.0,0.33,0.58,0,0,0,0
Marcin Prachnio,Ike Villanueva,1,0,Light Heavyweight Bout,KO/TKO,2,0:56,3 Rnd (5-5-5),Herb Dean,Kick to Body At Distance,1,0,0.64,0.43,0.65,0.43,0.0,1.0,0,0,0,0,0,5,0.44,0.4,0.79,1.0,1.0,0.5,0.64,0.43,0.67,0.44,0,0.43
Charles Rosa,Justin Jaynes,1,0,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.28,0.48,0.44,0.5,1.0,1.0,2,2,1,3,217,173,0.21,0.41,0.53,1.0,0.91,0.75,0.27,0.47,0,1.0,0.44,0.0
Derrick Lewis,Ciryl Gane,0,1,UFC Interim Heavyweight Title Bout,KO/TKO,3,4:11,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head On Ground,0,0,0.43,0.8,0.43,0.82,0.0,0.0,0,0,0,0,8,81,0.33,0.72,0.55,0.76,1.0,1.0,0.42,0.75,1.0,0.94,0,0.94
Renato Moicano,Jai Herbert,1,0,Lightweight Bout,Submission,2,4:34,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0,0,0.63,0.28,0.73,0.47,0.71,0.0,1,0,0,0,455,8,0.62,0.19,1.0,0.0,1.0,1.0,0.43,0.28,0,0,0.68,0
Julia Avila,Julija Stoliarenko,1,0,Women's Bantamweight Bout,Submission,3,4:19,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,0,0,0.53,0.43,0.66,0.52,0.25,0.33,1,0,2,1,211,212,0.43,0.37,0.85,0.56,1.0,0.67,0.5,0.42,0.67,0.6,1.0,0.0
Shavkat Rakhmonov,Michel Prazeres,1,0,Welterweight Bout,Submission,2,2:10,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,0,0,0.6,0.43,0.79,0.8,1.0,0.0,1,0,0,0,205,58,0.58,0.17,0.75,0.0,0.0,0.83,0.5,0.43,1.0,0,0.64,0
Warlley Alves,Jeremiah Wells,0,1,Welterweight Bout,KO/TKO,2,0:30,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,0,1,0.88,0.4,0.88,0.47,0.0,0.0,1,0,1,0,22,212,0.5,0.35,1.0,1.0,0.88,0,0.83,0.33,1.0,0,1.0,0.56
Tim Means,Nicolas Dalby,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.57,0.47,0.7,0.58,0.25,0.0,0,0,0,0,483,91,0.36,0.4,0.88,0.68,0.8,1.0,0.46,0.4,0.89,0.68,1.0,0
Andre Fili,Daniel Pineda,0,0,Featherweight Bout,Could Not Continue,2,0:46,3 Rnd (5-5-5),Herb Dean,Eye Poke,0,0,0.51,0.44,0.56,0.69,1.0,0.0,0,0,0,0,45,98,0.48,0.28,1.0,0.75,0.5,1.0,0.47,0.44,1.0,0,0.67,0
Raoni Barcelos,Timur Valiev,0,1,Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mike Beltran,,2,0,0.53,0.41,0.56,0.41,0.0,0.0,0,0,0,0,83,42,0.45,0.28,0.8,0.64,1.0,0.84,0.47,0.39,1.0,0.8,0.83,0
Yancy Medeiros,Damir Hadzovic,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,0,0,0.47,0.51,0.48,0.52,1.0,0.66,2,0,0,1,219,114,0.4,0.47,0.67,0.83,1.0,1.0,0.42,0.5,0.92,0.61,0.88,0
Kennedy Nzechukwu,Danilo Marques,1,0,Light Heavyweight Bout,KO/TKO,3,0:20,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,0,0,0.39,0.56,0.39,0.57,0.0,0.16,0,0,0,0,0,462,0.37,0.46,0.75,0.8,0,0,0.39,0.56,0,0,0,0
Julio Arce,Andre Ewell,1,0,Bantamweight Bout,KO/TKO,2,3:45,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,0,0,0.37,0.32,0.38,0.32,0.0,0.0,0,0,0,0,24,0,0.31,0.16,0.4,0.56,0.9,0.69,0.37,0.32,0,0,0,0
Diana Belbita,Hannah Goldy,1,0,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,1,0,0.55,0.51,0.57,0.54,0.0,0.33,0,0,0,0,6,319,0.45,0.41,0.76,0.78,0.9,0.85,0.55,0.41,0.64,0.78,0.5,0.84
Mickey Gall,Jordan Williams,1,0,Welterweight Bout,Submission,1,2:57,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0,0,0.55,0.37,0.55,0.37,0.5,1.0,2,0,1,0,58,4,0.53,0.24,1.0,1.0,0.5,1.0,0.5,0.38,1.0,0.0,0,0
Nassourdine Imavov,Ian Heinisch,1,0,Middleweight Bout,KO/TKO,2,3:09,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,0,0,0.41,0.46,0.45,0.47,1.0,0.0,0,0,0,0,71,63,0.39,0.16,0.5,0.5,0,0.78,0.4,0.44,1.0,1.0,0.22,0
Sijara Eubanks,Elise Reed,1,0,Women's Flyweight Bout,KO/TKO,1,3:49,3 Rnd (5-5-5),Mark Smith,Punches to Head From Mount,0,0,0.55,0.25,0.67,0.7,0.5,0.0,0,0,0,0,221,0,0.59,0.5,0.0,0.0,0,0,0.5,0.25,0,0,0.56,0
Ciryl Gane,Alexander Volkov,1,0,Heavyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.53,0.48,0.54,0.48,0.0,0.0,0,0,0,0,19,0,0.38,0.28,0.73,0.58,0.82,0.9,0.53,0.48,1.0,0.0,0,0
Tanner Boser,Ovince Saint Preux,1,0,Heavyweight Bout,KO/TKO,2,2:31,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,1,0,0.46,0.43,0.46,0.46,0.0,0.2,0,0,0,0,16,72,0.23,0.15,0.67,0.86,1.0,1.0,0.45,0.43,1.0,0,0.5,0
Adrian Yanez,Randy Costa,1,0,Bantamweight Bout,KO/TKO,2,2:11,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,1,0,0.35,0.45,0.35,0.45,0.0,0.0,0,0,0,0,4,0,0.28,0.42,0.32,0.83,0.89,1.0,0.34,0.45,0,0,0.5,0
Miranda Maverick,Maycee Barber,0,1,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.33,0.32,0.43,0.32,1.0,0.16,0,0,0,0,81,146,0.2,0.3,0.65,0.45,0.81,1.0,0.31,0.27,0.8,0.67,0,0
Punahele Soriano,Brendan Allen,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,0,0,0.44,0.45,0.44,0.45,0.0,0.0,0,0,0,0,21,0,0.39,0.31,0.68,0.8,0.6,0.91,0.44,0.43,0.43,0.6,0,0
Darren Elkins,Darrick Minner,1,0,Featherweight Bout,KO/TKO,2,3:48,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,0,0,0.67,0.54,0.89,0.65,0.5,1.0,0,3,2,2,181,281,0.64,0.52,1.0,0.8,0,0.33,0.5,0.38,0.67,0.57,0.7,0.67
Khalid Taha,Sergey Morozov,0,1,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.27,0.49,0.42,0.62,0.0,0.37,0,0,0,0,0,514,0.11,0.48,0.48,0.4,0.75,0.75,0.26,0.41,0.6,0.86,0.0,0.73
Kyler Phillips,Raulian Paiva,0,1,Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson,,1,0,0.56,0.44,0.61,0.49,0.44,0.33,0,0,1,0,182,212,0.54,0.39,0.64,0.67,0.83,0,0.45,0.4,0.89,0.7,0.82,0.6
Alan Baudot,Rodrigo Nascimento,0,1,Heavyweight Bout,KO/TKO,2,1:29,3 Rnd (5-5-5),Chris Tognoni,Punches to Head In Clinch,0,0,0.66,0.59,0.7,0.6,0.0,0.0,0,0,0,0,38,159,0.62,0.55,0.77,1.0,1.0,1.0,0.56,0.6,0.95,0.5,0.71,0
Francisco Figueiredo,Malcolm Gordon,0,1,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.62,0.55,0.74,0.69,1.0,0.18,0,0,1,0,255,361,0.53,0.51,0.7,1.0,1.0,1.0,0.56,0.41,0.8,0.71,0.75,0.83
Daniel Rodriguez,Preston Parsons,1,0,Welterweight Bout,KO/TKO,1,3:47,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,0,0,0.54,0.53,0.55,0.55,0.0,0.0,0,0,0,0,9,15,0.5,0.42,0.5,0.8,1.0,1.0,0.55,0.53,0.5,0,0.5,0
Amanda Lemos,Montserrat Conejo,1,0,Women's Strawweight Bout,KO/TKO,1,0:35,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,1,0,0.54,0.43,0.54,0.43,0.0,0.0,0,0,0,0,4,0,0.55,0.33,0.5,1.0,0,0,0.5,0.43,0,0,1.0,0
Cory Sandhagen,TJ Dillashaw,0,1,Bantamweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.46,0.41,0.52,0.51,0.0,0.1,1,0,0,0,0,502,0.43,0.28,0.71,0.71,0.89,0.89,0.45,0.4,1.0,0.57,0.0,0.44
Gabriel Benitez,Billy Quarantillo,0,1,Featherweight Bout,KO/TKO,3,3:40,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,1,1,0.52,0.64,0.55,0.69,0.0,0.42,1,1,1,0,50,520,0.43,0.58,0.87,0.87,1.0,1.0,0.49,0.57,0.67,0.92,0.58,0.76
Rodolfo Vieira,Dustin Stoltzfus,1,0,Middleweight Bout,Submission,3,1:54,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0,0,0.56,0.35,0.56,0.4,0.75,0.0,1,0,0,1,130,9,0.52,0.31,1.0,0.61,1.0,0.75,0.56,0.34,0,0.67,0,0.5
Jeremy Stephens,Mateusz Gamrot,0,1,Lightweight Bout,Submission,1,1:05,3 Rnd (5-5-5),Mike Beltran,Kimura From Side Control,0,0,0,1.0,1.0,1.0,0.0,0.5,0,1,0,0,3,46,0,1.0,0,0,0,0,0,1.0,0,0,0,0
Islam Makhachev,Thiago Moises,1,0,Lightweight Bout,Submission,4,2:38,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,0,0,0.66,0.3,0.76,0.35,0.5,0.5,1,1,1,0,491,204,0.5,0.2,0.91,0.45,1.0,0.67,0.54,0.23,0.87,1.0,0.6,0.5
Drew Dober,Brad Riddell,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.43,0.65,0.45,0.7,0.2,0.45,0,0,1,0,65,150,0.36,0.66,0.9,0.54,0.75,0.89,0.42,0.62,1.0,1.0,0.8,0.86
Marion Reneau,Miesha Tate,0,1,Women's Bantamweight Bout,KO/TKO,3,1:53,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Back Control,0,0,0.39,0.54,0.55,0.6,0.0,0.5,0,0,0,0,0,352,0.3,0.47,0.88,0.8,1.0,0.71,0.31,0.43,0.78,1.0,0.5,0.66
Paul Craig,Jamahal Hill,1,0,Light Heavyweight Bout,KO/TKO,1,1:59,3 Rnd (5-5-5),Al Guinee,Punches to Head From Bottom Guard,0,0,0.92,0.12,0.91,0.3,0.0,0.0,3,0,0,0,3,53,0.9,0.0,1.0,0.0,1.0,0.5,0.86,0.12,0,0,0.94,0
Lauren Murphy,Joanne Wood,1,0,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.54,0.54,0.62,0.59,0.16,0.0,0,0,0,0,294,6,0.5,0.45,0.82,0.73,0,0.62,0.46,0.49,0.77,0.92,0.94,0.5
Demian Maia,Belal Muhammad,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.4,0.35,0.42,0.52,0.04,0.0,0,0,0,0,254,0,0.4,0.32,0,0.75,0,1.0,0.38,0.35,1.0,0.5,0,0
Eryk Anders,Darren Stewart,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.59,0.57,0.76,0.68,0.0,0.5,0,0,1,0,499,135,0.59,0.29,0.64,0.88,0.5,0.82,0.32,0.5,0.77,0.85,0.75,0.0
Joaquim Silva,Ricky Glenn,0,1,Lightweight Bout,KO/TKO,1,0:37,3 Rnd (5-5-5),Mike Beltran,Punches to Head In Clinch,0,2,0.5,0.59,0.5,0.64,0.0,0.0,0,0,0,0,0,8,0.5,0.56,0,0,0,1.0,0.5,0.5,0,0.67,0,0.6
Israel Adesanya,Marvin Vettori,1,0,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,0,0,0.53,0.33,0.59,0.43,0.0,0.28,0,0,2,0,36,415,0.37,0.27,0.55,0.88,0.95,0.9,0.51,0.33,0.91,0,0.5,0
Deiveson Figueiredo,Brandon Moreno,0,1,UFC Flyweight Title Bout,Submission,3,2:26,5 Rnd (5-5-5-5-5),Mike Beltran,Rear Naked Choke,0,1,0.67,0.55,0.73,0.65,1.0,1.0,0,2,0,0,90,289,0.45,0.44,0.92,0.9,1.0,1.0,0.56,0.51,1.0,0.83,0.9,0.75
Casey O'Neill,Lara Procopio,1,0,Women's Flyweight Bout,Submission,3,2:54,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0,0,0.55,0.63,0.72,0.74,0.5,0.4,2,0,0,0,342,170,0.42,0.42,0.92,0.94,1.0,1.0,0.46,0.53,0.75,0.93,0.83,1.0
Josh Parisian,Roque Martinez,1,0,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,,0,0,0.49,0.56,0.54,0.79,0.14,0.0,0,1,0,0,263,259,0.36,0.49,0.85,1.0,0.88,1.0,0.41,0.46,0.75,0.83,0,0
Leon Edwards,Nate Diaz,1,0,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.58,0.47,0.6,0.58,0.8,0.0,0,0,0,0,299,113,0.49,0.4,0.5,0.76,1.0,0.67,0.58,0.43,0.67,1.0,0.62,0
Khaos Williams,Matthew Semelsberger,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.35,0.45,0.4,0.47,0.0,0.0,0,0,0,0,113,2,0.23,0.36,0.58,0.82,0.85,0.93,0.34,0.45,0.67,0.5,0,0
Aleksa Camur,Nicolae Negumereanu,0,1,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.69,0.37,0.71,0.44,0.0,0.2,0,0,0,0,0,292,0.62,0.36,0.88,0.29,1.0,1.0,0.67,0.34,0.82,0.67,0,0
Matt Brown,Dhiego Lima,1,0,Welterweight Bout,KO/TKO,2,3:02,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,0.55,0.43,0.58,0.43,0.0,0.0,0,0,0,0,0,52,0.44,0.21,0.65,1.0,0.8,0.92,0.5,0.42,1.0,1.0,0,0
Kanako Murata,Virna Jandiroba,0,1,Women's Strawweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Chris Tognoni,Arm Injury,0,0,0.52,0.45,0.54,0.47,0.0,0.0,0,1,0,0,154,46,0.45,0.44,0.71,0.57,0.75,0,0.38,0.45,1.0,0.33,0.89,0
Wellington Turman,Bruno Silva,0,1,Middleweight Bout,KO/TKO,1,4:45,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard,0,0,1.0,0.73,1.0,0.76,0.0,0.0,0,0,0,0,172,98,0,0.75,1.0,0.5,0,0,1.0,0.0,0,0.0,0,0.79
Julian Erosa,SeungWoo Choi,0,1,Featherweight Bout,KO/TKO,1,1:37,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,0,1,0.5,0.45,0.5,0.47,0.0,0.0,0,0,0,0,0,3,0.36,0.4,0.67,1.0,1.0,0.5,0.5,0.32,0,0,0,0.86
Chan Sung Jung,Dan Ige,1,0,Featherweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.55,0.48,0.62,0.58,0.6,0.0,3,0,0,0,610,113,0.52,0.35,1.0,0.92,0.9,0.85,0.53,0.45,1.0,0.82,0.75,0.5
Zhalgas Zhumagulov,Jerome Rivera,1,0,Flyweight Bout,Submission,1,2:02,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke In Clinch,0,0,0.42,0.28,0.42,0.28,0.0,0.0,1,0,0,0,12,0,0.27,0.07,0.67,0.7,0.67,0.67,0.42,0.28,0,0,0,0
